Date,Semester,Meeting Type,Appointment Start Time,Appointment End Time,Scheduled Duration in Minutes,Actual Duration in Minutes,Provider,Appointment Type,Appointment Location Name,Appointment Location Type,Reason,Attended Session,Gender,Race/Ethnicity,First Generation Student,Class Level,Term GPA,Primary Major,College,Services
2025-10-16,F25,Scheduled,14:30:00,15:00:00,30,,Coach F,Learning Center Academic Coaching,Zoom,ONLINE,Exam preparation,Cancelled,Male,WH,No,Sophomore,2.5 - 2.99,HLTHSC_BHS,College of Health Sciences,Learning Center Academic Coaching
2025-10-10,F25,Scheduled,16:00:00,16:30:00,30,,Coach D,Academic Coaching: Level II,Student Success Center Main Floor,OFFICE,How to read textbooks,no,Male,HI WH,Yes,Sophomore,3.0 - 3.49,ACCTCY_BSBA,Trulaske College of Business,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2025-12-03,F25,Scheduled,11:00:00,11:30:00,30,63.9,Coach R,Learning Center Academic Coaching,Student Success Center,OFFICE,Setting goals,yes,Female,WH,No,Freshman,2.0 - 2.49,PSYCH_BA,College of Arts and Science,Learning Center Academic Coaching
2025-12-08,F25,Scheduled,11:30:00,12:00:00,30,57.0,Coach I,Academic Coaching: Level II,Student Success Center,OFFICE,Exam preparation,yes,Male,BL WH,No,Sophomore,2.5 - 2.99,CHME_BS,College of Engineering,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2025-09-11,F25,Scheduled,11:30:00,12:00:00,30,31.7,Coach C,Learning Center Academic Coaching,Student Success Center 100,OFFICE,Overcoming procrastination,yes,Female,WH,No,Junior,Under 2.0,PLSC_BS,"College of Agriculture, Food & Natural Resources",Learning Center Academic Coaching
2025-10-27,F25,Scheduled,13:00:00,13:30:00,30,43.2,Coach J,Learning Center Academic Coaching,Student Success Center 100,OFFICE,Building good study habits,yes,Female,AS,No,Sophomore,3.0 - 3.49,POLS_BA,College of Arts and Science,Learning Center Academic Coaching
2025-11-28,F25,Scheduled,14:30:00,15:00:00,30,85.2,Coach B,Learning Center: First Level II Academic Coaching Appointment,Zoom,ONLINE,Building good study habits,yes,Female,WH,No,Freshman,3.5 - 4.0,AT_BS,College of Health Sciences,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2025-09-23,F25,Scheduled,15:00:00,15:30:00,30,,Coach C,Learning Center Academic Coaching,Zoom,ONLINE,Building good study habits,Cancelled,Female,WH,No,Freshman,3.5 - 4.0,UNDEC,Undecided / Other,Learning Center Academic Coaching
2025-08-27,F25,Scheduled,12:30:00,13:00:00,30,54.8,Coach L,Learning Center: First Level II Academic Coaching Appointment,Student Success Center Main Floor,OFFICE,Overcoming procrastination,yes,Male,WH,Yes,Junior,3.0 - 3.49,UNDEC,Undecided / Other,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2025-10-01,F25,Scheduled,15:00:00,15:30:00,30,,Coach P,Learning Center Academic Coaching,Student Success Center 100,OFFICE,Building good study habits,Cancelled,Female,WH,No,Senior,2.0 - 2.49,PRE_VET,College of Veterinary Medicine,Learning Center Academic Coaching
2025-10-10,F25,Scheduled,12:30:00,13:00:00,30,58.8,Coach P,Learning Center Academic Coaching,Student Success Center Main Floor,OFFICE,Exam preparation,yes,Female,BL WH,No,Sophomore,2.5 - 2.99,BIOSCI_BS,College of Arts and Science,Learning Center Academic Coaching
2025-09-07,F25,Scheduled,09:00:00,09:30:00,30,,Coach P,Academic Coaching: Level II,Student Success Center,OFFICE,How to use technology effectively,Cancelled,Male,WH,No,Freshman,3.0 - 3.49,CVEN_BSCIE,College of Engineering,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2025-08-19,F25,Scheduled,14:30:00,15:00:00,30,,Coach A,Learning Center Academic Coaching,Zoom,ONLINE,Building good study habits,Cancelled,Female,AS,No,Senior,3.0 - 3.49,MATH_BS,College of Arts and Science,Learning Center Academic Coaching
2025-10-26,F25,Scheduled,11:00:00,11:30:00,30,,Coach D,Learning Center Academic Coaching,SSC 100,ELSEWHERE,Time management,Cancelled,Female,HI,No,Junior,Under 2.0,HIST_BA,College of Arts and Science,Learning Center Academic Coaching
2025-09-19,F25,Scheduled,13:30:00,14:00:00,30,59.1,Coach C,Learning Center Academic Coaching,Zoom,ONLINE,Exam preparation,yes,Female,WH,No,Sophomore,3.0 - 3.49,CPEG_BS,College of Engineering,Learning Center Academic Coaching
2025-09-29,F25,Scheduled,14:00:00,14:30:00,30,,Coach F,Learning Center Academic Coaching,Learning Center 100,OFFICE,Memory techniques,no,Female,BL WH,No,Freshman,2.0 - 2.49,POLS_BA,College of Arts and Science,Learning Center Academic Coaching
2025-09-14,F25,Scheduled,11:00:00,11:30:00,30,,Coach F,Learning Center Academic Coaching,Student Success Center Main Floor,ELSEWHERE,Exam preparation,Cancelled,Male,HI,Yes,Junior,3.0 - 3.49,AGHG_BS,"College of Agriculture, Food & Natural Resources",Learning Center Academic Coaching
2025-08-22,F25,Scheduled,08:00:00,08:30:00,30,39.0,Coach J,Learning Center Academic Coaching,Zoom,ONLINE,Time management,yes,Female,HI WH,No,Sophomore,3.0 - 3.49,MGMT_BSBA,Trulaske College of Business,Learning Center Academic Coaching
2025-09-05,F25,Scheduled,14:00:00,14:30:00,30,,Coach B,Learning Center Academic Coaching,Zoom,ONLINE,Building good study habits,Cancelled,Female,WH,No,Junior,2.0 - 2.49,AT_BS,College of Health Sciences,Learning Center Academic Coaching
2025-08-20,F25,Scheduled,14:00:00,14:30:00,30,49.1,Coach E,Learning Center Academic Coaching,Student Success Center,OFFICE,Time management,yes,Female,BL,No,Senior,Under 2.0,BRDJ_BS,School of Journalism,Learning Center Academic Coaching
2025-08-26,F25,Scheduled,13:00:00,13:30:00,30,76.7,Coach B,Academic Coaching: Level II,Student Success Center Main Floor,ELSEWHERE,Building good study habits,yes,Female,WH,No,Sophomore,Under 2.0,MAGA_BS,School of Journalism,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2025-10-15,F25,Scheduled,14:30:00,15:00:00,30,58.6,Coach O,Academic Coaching: Level II,Zoom,ONLINE,Time management,yes,Female,WH,No,Sophomore,2.0 - 2.49,CPEG_BS,College of Engineering,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2025-09-17,F25,Scheduled,11:00:00,11:30:00,30,42.2,Coach K,Learning Center Academic Coaching,Student Success Center 100,OFFICE,Exam preparation,yes,Female,WH,No,Freshman,2.5 - 2.99,CVEN_BSCIE,College of Engineering,Learning Center Academic Coaching
2025-08-18,F25,Scheduled,13:00:00,13:30:00,30,38.8,Coach A,Learning Center Academic Coaching,Student Success Center,OFFICE,Building good study habits,yes,Male,WH,No,Senior,2.5 - 2.99,HLTHSC_BHS,College of Health Sciences,Learning Center Academic Coaching
2025-10-28,F25,Scheduled,10:00:00,10:30:00,30,52.9,Coach F,Academic Coaching: Level II,Learning Center 100,OFFICE,Time management,yes,Male,WH,No,Senior,2.0 - 2.49,CVEN_BSCIE,College of Engineering,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2025-09-23,F25,Scheduled,16:30:00,17:00:00,30,38.2,Coach F,Learning Center Academic Coaching,Learning Center 100,OFFICE,Setting goals,yes,Male,WH,No,Senior,2.5 - 2.99,AT_BS,College of Health Sciences,Learning Center Academic Coaching
2025-09-11,F25,Scheduled,10:00:00,10:30:00,30,,Coach J,Academic Coaching: Level II,Student Success Center,OFFICE,How to use technology effectively,no,Female,BL,No,Sophomore,2.0 - 2.49,PRE_NURSE,College of Health Sciences,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2025-10-27,F25,Scheduled,08:30:00,09:00:00,30,51.0,Coach C,Learning Center: First Level II Academic Coaching Appointment,SSC M124,ELSEWHERE,Time management,yes,Female,HI WH,No,Sophomore,3.0 - 3.49,MGMT_BSBA,Trulaske College of Business,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2025-09-21,F25,Scheduled,15:30:00,16:00:00,30,44.3,Coach A,Learning Center Academic Coaching,Zoom,ONLINE,Setting goals,yes,Female,WH,No,Senior,3.5 - 4.0,HLTH_BS,College of Health Sciences,Learning Center Academic Coaching
2025-09-20,F25,Scheduled,15:00:00,15:30:00,30,55.1,Coach J,Academic Coaching: Level II,SSC 100,ELSEWHERE,Other: please describe in comments,yes,Female,WH,Yes,Freshman,3.0 - 3.49,AGHG_BS,"College of Agriculture, Food & Natural Resources","Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2025-10-14,F25,Scheduled,16:30:00,17:00:00,30,64.1,Coach J,Learning Center: First Level II Academic Coaching Appointment,Learning Center 100,OFFICE,Exam preparation,yes,Female,HI WH,No,Sophomore,2.0 - 2.49,KINES_BS,College of Education and Human Development,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2025-11-29,F25,Scheduled,12:30:00,13:00:00,30,48.0,Coach C,Academic Coaching: Level II,Learning Center 100,OFFICE,Exam preparation,yes,Female,BL,No,Senior,Under 2.0,BRDJ_BS,School of Journalism,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2025-12-11,F25,Scheduled,16:30:00,17:00:00,30,,Coach Q,Academic Coaching: Level II,Student Success Center 100,OFFICE,Exam preparation,no,Male,WH,No,Junior,3.5 - 4.0,POLS_BA,College of Arts and Science,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2025-09-04,F25,Scheduled,16:00:00,16:30:00,30,47.0,Coach O,Learning Center Academic Coaching,Zoom,ONLINE,Note-taking,yes,Female,BL,No,Freshman,2.5 - 2.99,POLS_BA,College of Arts and Science,Learning Center Academic Coaching
2025-08-18,F25,Scheduled,13:00:00,13:30:00,30,69.5,Coach N,Academic Coaching: Level II,Student Success Center,OFFICE,Test-taking and test anxiety,yes,Female,WH,Yes,Senior,Under 2.0,HLTHSC_BHS,College of Health Sciences,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2025-11-17,F25,Scheduled,14:00:00,14:30:00,30,44.1,Coach L,Learning Center: First Level II Academic Coaching Appointment,Student Success Center,OFFICE,Note-taking,yes,Female,WH,No,Junior,Under 2.0,ENGL_BA,College of Arts and Science,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2025-10-17,F25,Scheduled,13:00:00,13:30:00,30,65.4,Coach A,Learning Center: First Level II Academic Coaching Appointment,Student Success Center 100,OFFICE,Overcoming procrastination,yes,Female,WH,Yes,Sophomore,2.0 - 2.49,CHEM_BS,College of Arts and Science,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2025-09-04,F25,Scheduled,16:30:00,17:00:00,30,,Coach B,Academic Coaching: Level II,SSC 100,ELSEWHERE,Note-taking,Cancelled,Female,BL,No,Sophomore,3.5 - 4.0,ACCTCY_BSBA,Trulaske College of Business,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2025-08-28,F25,Scheduled,09:30:00,10:00:00,30,,Coach G,Learning Center Academic Coaching,Zoom,ONLINE,Building good study habits,Cancelled,Male,AS WH,Yes,Freshman,3.5 - 4.0,MGMT_BSBA,Trulaske College of Business,Learning Center Academic Coaching
2025-11-25,F25,Scheduled,14:30:00,15:00:00,30,55.0,Coach N,Learning Center Academic Coaching,Zoom,ONLINE,Time management,yes,Female,WH,Yes,Sophomore,Under 2.0,EXPLR_BS,Undecided / Other,Learning Center Academic Coaching
2025-08-25,F25,Scheduled,15:30:00,16:00:00,30,33.1,Coach A,Learning Center Academic Coaching,Student Success Center 100,OFFICE,Building good study habits,yes,Female,WH,No,Sophomore,3.5 - 4.0,ECED_BSED,College of Education and Human Development,Learning Center Academic Coaching
2025-11-02,F25,Scheduled,14:30:00,15:00:00,30,77.1,Coach J,Learning Center: First Level II Academic Coaching Appointment,Zoom,ONLINE,Time management,yes,Female,WH,No,Senior,2.0 - 2.49,SPED_BS,College of Education and Human Development,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2025-08-22,F25,Scheduled,08:00:00,08:30:00,30,47.8,Coach I,Learning Center Academic Coaching,Student Success Center,OFFICE,Setting goals,yes,Female,BL WH,No,Junior,2.0 - 2.49,HLTH_BS,College of Health Sciences,Learning Center Academic Coaching
2025-09-09,F25,Scheduled,08:30:00,09:00:00,30,,Coach A,Learning Center Academic Coaching,Student Success Center Main Floor,OFFICE,Note-taking,Cancelled,Female,HI WH,No,Sophomore,2.0 - 2.49,KINES_BS,College of Education and Human Development,Learning Center Academic Coaching
2025-11-06,F25,Scheduled,11:00:00,11:30:00,30,37.7,Coach A,Learning Center Academic Coaching,Zoom,ONLINE,Campus resources,yes,Female,WH,No,Senior,2.5 - 2.99,PSYCH_BA,College of Arts and Science,Learning Center Academic Coaching
2025-12-11,F25,Scheduled,15:30:00,16:00:00,30,,Coach I,Learning Center Academic Coaching,Student Success Center Main Floor,OFFICE,Test-taking and test anxiety,no,Female,WH,No,Junior,3.0 - 3.49,ANSC_BS,"College of Agriculture, Food & Natural Resources",Learning Center Academic Coaching
2025-11-21,F25,Scheduled,15:30:00,16:00:00,30,61.5,Coach C,Academic Coaching: Level II,Zoom,ONLINE,Time management,yes,Female,WH,No,Freshman,3.0 - 3.49,BRDJ_BS,School of Journalism,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2025-11-20,F25,Scheduled,12:00:00,12:30:00,30,,Coach A,Learning Center Academic Coaching,Zoom,ONLINE,Time management,Cancelled,Female,HI WH,No,Senior,3.5 - 4.0,AT_BS,College of Health Sciences,Learning Center Academic Coaching
2025-09-24,F25,Scheduled,08:30:00,09:00:00,30,,Coach A,Learning Center Academic Coaching,Student Success Center 100,OFFICE,Building good study habits,Cancelled,Female,BL WH,No,Freshman,2.0 - 2.49,POLS_BA,College of Arts and Science,Learning Center Academic Coaching
2025-12-07,F25,Scheduled,15:30:00,16:00:00,30,,Coach L,Academic Coaching: Level II,Zoom,ONLINE,Memory techniques,no,Female,WH,No,Junior,3.0 - 3.49,AGHG_BS,"College of Agriculture, Food & Natural Resources","Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2025-10-25,F25,Scheduled,09:30:00,10:00:00,30,,Coach K,Academic Coaching: Level II,Student Success Center,OFFICE,Self-care and wellness,Cancelled,Female,HI,No,Freshman,Under 2.0,CVEN_BSCIE,College of Engineering,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2025-11-27,F25,Scheduled,15:30:00,16:00:00,30,49.0,Coach H,Learning Center Academic Coaching,Student Success Center,OFFICE,Setting goals,yes,Female,WH,No,Freshman,3.0 - 3.49,CHEM_BS,College of Arts and Science,Learning Center Academic Coaching
2025-10-22,F25,Scheduled,09:30:00,10:00:00,30,44.7,Coach C,Learning Center Academic Coaching,Student Success Center,OFFICE,Exam preparation,yes,Female,WH,No,Sophomore,Under 2.0,AGHG_BS,"College of Agriculture, Food & Natural Resources",Learning Center Academic Coaching
2025-10-08,F25,Scheduled,10:30:00,11:00:00,30,,Coach J,Learning Center Academic Coaching,Student Success Center Main Floor,OFFICE,Time management,Cancelled,Female,WH,No,Sophomore,Under 2.0,MAGA_BS,School of Journalism,Learning Center Academic Coaching
2025-10-28,F25,Scheduled,14:00:00,14:30:00,30,48.8,Coach B,Learning Center Academic Coaching,Zoom,ONLINE,Memory techniques,yes,Female,HI WH,No,Sophomore,Under 2.0,HDFS_BS,College of Education and Human Development,Learning Center Academic Coaching
2025-08-31,F25,Scheduled,09:00:00,09:30:00,30,,Coach A,Learning Center Academic Coaching,Zoom,ONLINE,Other: please describe in comments,no,Female,WH,Yes,Junior,2.5 - 2.99,MKTG_BSBA,Trulaske College of Business,Learning Center Academic Coaching
2025-10-25,F25,Scheduled,12:30:00,13:00:00,30,,Coach I,Learning Center Academic Coaching,Zoom,ONLINE,Test-taking and test anxiety,Cancelled,Male,AS,Yes,Junior,3.5 - 4.0,BIOSCI_BS,College of Arts and Science,Learning Center Academic Coaching
2025-10-30,F25,Scheduled,14:00:00,14:30:00,30,53.7,Coach F,Academic Coaching: Level II,Student Success Center 100,OFFICE,Building good study habits,yes,Female,AS WH,No,Sophomore,3.0 - 3.49,PRE_VET,College of Veterinary Medicine,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2025-09-22,F25,Scheduled,16:00:00,16:30:00,30,,Coach N,Learning Center Academic Coaching,Student Success Center,OFFICE,Overcoming procrastination,Cancelled,Female,WH,No,Junior,3.5 - 4.0,HDFS_BS,College of Education and Human Development,Learning Center Academic Coaching
2025-10-01,F25,Scheduled,15:00:00,15:30:00,30,,Coach A,Learning Center Academic Coaching,Student Success Center Main Floor,OFFICE,Time management,Cancelled,Male,WH,No,Freshman,3.0 - 3.49,PSYCH_BA,College of Arts and Science,Learning Center Academic Coaching
2025-12-09,F25,Scheduled,15:00:00,15:30:00,30,,Coach J,Academic Coaching: Level II,Student Success Center 100,OFFICE,How to use technology effectively,Cancelled,Female,WH,Yes,Freshman,3.0 - 3.49,AGHG_BS,"College of Agriculture, Food & Natural Resources","Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2025-11-13,F25,Scheduled,12:30:00,13:00:00,30,,Coach E,Academic Coaching: Level II,Learning Center 100,OFFICE,Building good study habits,Cancelled,Female,AI WH,No,Freshman,2.5 - 2.99,BIOSCI_BS,College of Arts and Science,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2025-08-31,F25,Scheduled,15:30:00,16:00:00,30,45.5,Coach I,Learning Center Academic Coaching,Student Success Center 100,OFFICE,Building good study habits,yes,Female,AS WH,No,Sophomore,3.5 - 4.0,KINES_BS,College of Education and Human Development,Learning Center Academic Coaching
2025-10-25,F25,Scheduled,08:30:00,09:00:00,30,31.3,Coach D,Learning Center Academic Coaching,Student Success Center 100,OFFICE,Test-taking and test anxiety,yes,Male,HI WH,No,Freshman,3.0 - 3.49,AGHG_BS,"College of Agriculture, Food & Natural Resources",Learning Center Academic Coaching
2025-12-03,F25,Scheduled,14:30:00,15:00:00,30,61.0,Coach G,Academic Coaching: Level II,Zoom,ONLINE,How to use technology effectively,yes,Female,WH,Yes,Junior,2.0 - 2.49,FSHN_BS,"College of Agriculture, Food & Natural Resources","Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2025-12-09,F25,Scheduled,15:30:00,16:00:00,30,35.9,Coach Q,Learning Center Academic Coaching,Student Success Center 100,OFFICE,Building good study habits,yes,Female,WH,No,Junior,Under 2.0,ENGL_BA,College of Arts and Science,Learning Center Academic Coaching
2025-11-18,F25,Scheduled,11:30:00,12:00:00,30,37.4,Coach R,Learning Center Academic Coaching,Student Success Center Main Floor,ELSEWHERE,Note-taking,yes,Male,WH,Yes,Freshman,2.0 - 2.49,ANSCI_BS,College of Veterinary Medicine,Learning Center Academic Coaching
2025-09-29,F25,Scheduled,09:00:00,09:30:00,30,73.1,Coach C,Learning Center: First Level II Academic Coaching Appointment,Zoom,ONLINE,Exam preparation,yes,Female,HI WH,No,Freshman,3.5 - 4.0,BRDJ_BS,School of Journalism,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2025-10-24,F25,Scheduled,12:30:00,13:00:00,30,53.8,Coach F,Learning Center Academic Coaching,Student Success Center 100,OFFICE,Time management,yes,Female,WH,Yes,Sophomore,2.5 - 2.99,HDFS_BS,College of Education and Human Development,Learning Center Academic Coaching
2025-12-09,F25,Scheduled,09:30:00,10:00:00,30,67.5,Coach E,Academic Coaching: Level II,Learning Center 100,OFFICE,Building good study habits,yes,Female,AS WH,Yes,Junior,Under 2.0,MKTG_BSBA,Trulaske College of Business,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2025-08-25,F25,Scheduled,15:00:00,15:30:00,30,,Coach I,Learning Center Academic Coaching,Zoom,ONLINE,Test-taking and test anxiety,no,Female,AS WH,No,Sophomore,3.0 - 3.49,PRE_VET,College of Veterinary Medicine,Learning Center Academic Coaching
2025-08-31,F25,Scheduled,14:00:00,14:30:00,30,,Coach A,Learning Center Academic Coaching,Student Success Center Main Floor,ELSEWHERE,Time management,Cancelled,Female,HI WH,Yes,Freshman,3.0 - 3.49,MATH_BS,College of Arts and Science,Learning Center Academic Coaching
2025-12-03,F25,Scheduled,15:00:00,15:30:00,30,52.2,Coach L,Academic Coaching: Level II,Learning Center 100,OFFICE,Building good study habits,yes,Female,BL WH,Yes,Senior,2.0 - 2.49,PSYCH_BA,College of Arts and Science,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2025-10-15,F25,Scheduled,13:30:00,14:00:00,30,41.2,Coach B,Learning Center Academic Coaching,Student Success Center,OFFICE,Setting goals,yes,Female,HI WH,No,Sophomore,Under 2.0,HDFS_BS,College of Education and Human Development,Learning Center Academic Coaching
2025-11-15,F25,Scheduled,08:30:00,09:00:00,30,54.9,Coach G,Learning Center Academic Coaching,Student Success Center 100,OFFICE,Exam preparation,yes,Female,WH,No,Junior,3.0 - 3.49,CHEM_BS,College of Arts and Science,Learning Center Academic Coaching
2025-10-07,F25,Scheduled,14:00:00,14:30:00,30,,Coach C,Learning Center Academic Coaching,Student Success Center Main Floor,OFFICE,Time management,Cancelled,Female,WH,No,Senior,2.5 - 2.99,HLTHSC_BHS,College of Health Sciences,Learning Center Academic Coaching
2025-09-16,F25,Scheduled,13:30:00,14:00:00,30,63.3,Coach C,Academic Coaching: Level II,Student Success Center Main Floor,OFFICE,Building good study habits,yes,Male,WH,No,Junior,Under 2.0,CHME_BS,College of Engineering,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2025-11-13,F25,Scheduled,16:00:00,16:30:00,30,82.9,Coach D,Academic Coaching: Level II,Zoom,ONLINE,Other: please describe in comments,yes,Female,WH,Yes,Sophomore,2.5 - 2.99,MECH_BS,College of Engineering,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2025-10-12,F25,Scheduled,08:30:00,09:00:00,30,65.5,Coach M,Academic Coaching: Level II,Student Success Center Main Floor,OFFICE,Time management,yes,Female,HI WH,No,Senior,2.0 - 2.49,MGMT_BSBA,Trulaske College of Business,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2025-09-09,F25,Scheduled,16:00:00,16:30:00,30,63.7,Coach R,Academic Coaching: Level II,Zoom,ONLINE,Time management,yes,Female,AS,No,Junior,3.5 - 4.0,POLS_BA,College of Arts and Science,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2025-11-11,F25,Scheduled,11:00:00,11:30:00,30,41.2,Coach L,Learning Center Academic Coaching,Learning Center 100,OFFICE,Building good study habits,yes,Female,BL WH,Yes,Sophomore,2.5 - 2.99,HDFS_BS,College of Education and Human Development,Learning Center Academic Coaching
2025-09-07,F25,Scheduled,08:00:00,08:30:00,30,,Coach N,Academic Coaching: Level II,Learning Center 100,OFFICE,Exam preparation,Cancelled,Male,WH,Yes,Freshman,2.5 - 2.99,ANSC_BS,"College of Agriculture, Food & Natural Resources","Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2025-12-07,F25,Scheduled,15:30:00,16:00:00,30,63.2,Coach A,Learning Center: First Level II Academic Coaching Appointment,Student Success Center Main Floor,OFFICE,Building good study habits,yes,Female,HI WH,No,Sophomore,3.5 - 4.0,POLS_BA,College of Arts and Science,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2025-08-21,F25,Scheduled,11:00:00,11:30:00,30,42.6,Coach A,Learning Center Academic Coaching,Learning Center 100,OFFICE,Time management,yes,Female,HI WH,Yes,Sophomore,2.5 - 2.99,BIOSCI_BS,College of Arts and Science,Learning Center Academic Coaching
2025-11-21,F25,Scheduled,08:30:00,09:00:00,30,50.4,Coach B,Learning Center Academic Coaching,SSC M124,ELSEWHERE,Building good study habits,yes,Female,WH,No,Freshman,3.0 - 3.49,CHEM_BS,College of Arts and Science,Learning Center Academic Coaching
2025-12-07,F25,Scheduled,13:30:00,14:00:00,30,52.6,Coach B,Learning Center Academic Coaching,Learning Center 100,OFFICE,Building good study habits,yes,Female,WH,No,Freshman,3.0 - 3.49,CHEM_BS,College of Arts and Science,Learning Center Academic Coaching
2025-12-03,F25,Scheduled,15:30:00,16:00:00,30,54.9,Coach I,Learning Center: First Level II Academic Coaching Appointment,Zoom,ONLINE,Building good study habits,yes,Male,AS WH,Yes,Freshman,3.5 - 4.0,MGMT_BSBA,Trulaske College of Business,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2025-10-31,F25,Scheduled,15:00:00,15:30:00,30,32.0,Coach A,Learning Center Academic Coaching,Student Success Center 100,OFFICE,Setting goals,yes,Male,WH,No,Junior,3.5 - 4.0,POLS_BA,College of Arts and Science,Learning Center Academic Coaching
2025-09-08,F25,Scheduled,16:30:00,17:00:00,30,27.5,Coach L,Learning Center Academic Coaching,Zoom,ONLINE,Other: please describe in comments,yes,Male,WH,Yes,Sophomore,2.5 - 2.99,PRE_VET,College of Veterinary Medicine,Learning Center Academic Coaching
2025-08-23,F25,Scheduled,10:30:00,11:00:00,30,,Coach D,Learning Center Academic Coaching,Zoom,ONLINE,Overcoming procrastination,Cancelled,Female,WH,No,Freshman,2.5 - 2.99,ENGL_BA,College of Arts and Science,Learning Center Academic Coaching
2025-09-15,F25,Scheduled,15:30:00,16:00:00,30,,Coach I,Learning Center Academic Coaching,Zoom,ONLINE,Building good study habits,Cancelled,Female,WH,Yes,Sophomore,2.5 - 2.99,HDFS_BS,College of Education and Human Development,Learning Center Academic Coaching
2025-08-26,F25,Scheduled,13:30:00,14:00:00,30,,Coach H,Learning Center Academic Coaching,Student Success Center Main Floor,OFFICE,Time management,no,Female,BL WH,No,Senior,2.5 - 2.99,HLTH_BS,College of Health Sciences,Learning Center Academic Coaching
2025-11-26,F25,Scheduled,13:30:00,14:00:00,30,48.6,Coach H,Learning Center Academic Coaching,Student Success Center Main Floor,OFFICE,How to use technology effectively,yes,Female,WH,Yes,Freshman,3.0 - 3.49,ANSCI_BS,College of Veterinary Medicine,Learning Center Academic Coaching
2025-11-21,F25,Scheduled,14:30:00,15:00:00,30,,Coach K,Learning Center Academic Coaching,Student Success Center Main Floor,ELSEWHERE,Building good study habits,Cancelled,Female,WH,No,Senior,3.5 - 4.0,CHEM_BS,College of Arts and Science,Learning Center Academic Coaching
2025-09-07,F25,Scheduled,12:30:00,13:00:00,30,,Coach D,Learning Center Academic Coaching,SSC 100,ELSEWHERE,Other: please describe in comments,Cancelled,Male,HI WH,No,Freshman,2.5 - 2.99,MGMT_BSBA,Trulaske College of Business,Learning Center Academic Coaching
2025-12-10,F25,Scheduled,10:00:00,10:30:00,30,34.1,Coach I,Learning Center Academic Coaching,Zoom,ONLINE,How to use technology effectively,yes,Female,HI WH,Yes,Freshman,2.0 - 2.49,PSYCH_BA,College of Arts and Science,Learning Center Academic Coaching
2025-09-07,F25,Scheduled,14:30:00,15:00:00,30,24.6,Coach A,Learning Center Academic Coaching,Zoom,ONLINE,Building good study habits,yes,Male,WH,No,Sophomore,2.0 - 2.49,HIST_BA,College of Arts and Science,Learning Center Academic Coaching
2025-09-03,F25,Scheduled,08:00:00,08:30:00,30,47.5,Coach N,Learning Center Academic Coaching,Student Success Center 100,OFFICE,Exam preparation,yes,Male,WH,No,Sophomore,2.5 - 2.99,HLTHSC_BHS,College of Health Sciences,Learning Center Academic Coaching
2025-10-21,F25,Scheduled,15:00:00,15:30:00,30,66.4,Coach N,Learning Center Academic Coaching,Zoom,ONLINE,Building good study habits,yes,Female,WH,No,Senior,3.5 - 4.0,PLSC_BS,"College of Agriculture, Food & Natural Resources",Learning Center Academic Coaching
2025-08-24,F25,Scheduled,13:00:00,13:30:00,30,43.9,Coach A,Learning Center Academic Coaching,Student Success Center,OFFICE,How to use technology effectively,yes,Female,WH,Yes,Junior,2.0 - 2.49,FSHN_BS,"College of Agriculture, Food & Natural Resources",Learning Center Academic Coaching
