student_id,semester,course_section,age,class_level,first_gen_student,major_type,prior_gpa,study_hours_per_week,attendance_rate,part_time_work_hours,tutoring_sessions,extracurricular_activities,sleep_hours_per_night,anxiety_score,final_score,letter_grade,passed
STU0657,S25,C,28,Freshman,No,STEM,2.91,13.2,0.806,1.7,8,4,7.4,7.0,64.6,D,Pass
STU0658,F24,B,23,Freshman,No,STEM,2.88,10.4,0.906,7.6,2,2,4.8,6.0,69.6,D,Pass
STU0659,F24,A,21,Senior,No,Non-STEM,3.04,15.8,0.914,10.9,3,2,7.8,9.0,87.3,B,Pass
STU0660,S24,B,22,Sophomore,No,STEM,2.8,7.4,0.941,0.0,2,3,6.1,6.0,75.2,C,Pass
STU0661,F24,B,21,Sophomore,No,Non-STEM,2.5,4.7,0.87,3.9,2,1,6.8,7.0,67.0,D,Pass
STU0662,S24,B,23,Junior,No,Non-STEM,2.52,4.5,0.92,0.4,3,1,6.7,5.0,76.4,C,Pass
STU0663,S25,A,21,Freshman,No,STEM,2.88,6.6,0.628,0.0,4,4,5.1,5.0,68.2,D,Pass
STU0664,F24,C,23,Sophomore,No,STEM,2.52,1.5,0.732,0.0,3,4,5.3,7.0,62.2,D,Pass
STU0665,S25,C,20,Senior,No,Non-STEM,2.4,9.5,0.728,40.0,3,5,8.1,,58.7,F,Fail
STU0666,F23,B,24,Junior,Yes,STEM,2.97,12.5,0.609,12.2,9,4,7.3,7.0,70.4,C,Pass
STU0667,S25,B,24,Freshman,No,STEM,2.72,14.7,0.91,0.0,2,0,8.2,5.0,79.4,C,Pass
STU0668,F24,C,25,Freshman,No,STEM,3.95,2.1,0.846,28.4,1,3,7.2,8.0,68.6,D,Pass
STU0669,F23,A,24,Freshman,Yes,Non-STEM,1.04,4.7,0.553,0.0,5,2,7.0,4.0,52.3,F,Fail
STU0670,S24,A,27,Junior,Yes,Non-STEM,3.66,13.8,0.803,2.0,1,5,4.6,2.0,87.4,B,Pass
STU0671,F23,B,23,Freshman,No,STEM,3.77,7.2,0.651,30.6,1,2,6.4,8.0,64.4,D,Pass
STU0672,F24,C,23,Freshman,No,Non-STEM,1.45,12.3,0.89,17.0,8,2,6.8,8.0,60.5,D,Pass
STU0673,F24,A,21,Senior,No,Non-STEM,2.66,3.1,0.585,0.0,3,2,9.3,6.0,77.6,C,Pass
STU0674,S25,C,26,Freshman,No,Non-STEM,2.64,18.4,0.876,14.8,4,1,7.7,7.0,72.0,C,Pass
STU0675,S24,B,21,Freshman,No,STEM,1.91,2.9,0.773,0.0,3,0,8.8,7.0,57.9,F,Fail
STU0676,F24,B,19,Freshman,No,Non-STEM,2.36,9.3,0.722,0.0,3,4,7.6,4.0,70.7,C,Pass
STU0677,F24,A,21,Freshman,Yes,Non-STEM,2.12,9.5,0.792,14.0,4,3,5.9,8.0,63.2,D,Pass
STU0678,S24,A,26,Sophomore,No,STEM,4.0,5.8,0.945,3.0,0,0,7.0,6.0,87.5,B,Pass
STU0679,S24,C,25,Senior,Yes,STEM,3.55,11.2,0.631,0.0,1,3,7.1,6.0,76.2,C,Pass
STU0680,S25,C,23,Senior,No,STEM,3.79,11.4,0.694,18.3,1,2,5.6,,82.1,B,Pass
STU0681,F23,B,30,Sophomore,No,STEM,3.41,10.6,0.883,18.4,0,2,6.3,6.0,82.0,B,Pass
STU0682,S24,C,24,Sophomore,No,STEM,2.11,5.7,0.842,0.0,3,1,6.5,6.0,64.0,D,Pass
STU0683,F24,C,20,Sophomore,No,Non-STEM,2.53,4.9,0.518,18.9,3,3,8.9,5.0,64.9,D,Pass
STU0684,S24,B,20,Freshman,Yes,Non-STEM,3.24,6.1,0.804,21.9,2,3,4.1,6.0,68.0,D,Pass
STU0685,F24,B,24,Freshman,No,STEM,2.04,4.4,0.824,12.8,7,2,8.4,7.0,63.3,D,Pass
STU0686,S25,B,29,Senior,Yes,Non-STEM,3.4,16.2,0.778,3.1,2,2,5.6,6.0,79.8,C,Pass
STU0687,F23,B,23,Freshman,Yes,Non-STEM,2.73,6.5,0.92,3.8,2,0,5.0,5.0,76.1,C,Pass
STU0688,S25,A,24,Freshman,No,Non-STEM,2.64,9.1,0.784,0.0,6,2,8.3,6.0,83.0,B,Pass
STU0689,S24,B,24,Sophomore,Yes,Non-STEM,3.4,13.8,0.927,1.5,3,1,7.8,5.0,87.2,B,Pass
STU0690,F24,A,30,Sophomore,No,STEM,3.21,4.3,0.762,3.8,1,1,8.4,5.0,81.2,B,Pass
STU0691,S24,C,26,Freshman,No,Non-STEM,2.65,2.8,0.659,0.0,2,2,7.8,6.0,70.3,C,Pass
STU0692,S24,C,28,Freshman,Yes,Non-STEM,3.71,4.4,0.899,7.3,2,4,9.5,4.0,79.6,C,Pass
STU0693,S24,A,20,Sophomore,Yes,Non-STEM,2.14,9.8,0.852,28.7,4,2,7.5,8.0,60.0,D,Pass
STU0694,S24,A,21,Junior,No,Non-STEM,3.33,9.4,0.861,1.3,3,1,6.6,2.0,91.4,A,Pass
STU0695,F23,B,21,Freshman,No,STEM,3.32,10.6,0.9,0.0,3,2,7.2,4.0,90.0,A,Pass
STU0696,F24,B,22,Sophomore,No,STEM,2.68,7.7,0.785,0.0,3,3,8.4,5.0,72.1,C,Pass
STU0697,S24,A,23,Sophomore,No,Non-STEM,3.13,0.7,0.928,1.2,7,3,5.8,4.0,73.8,C,Pass
STU0698,F24,B,24,Senior,No,Non-STEM,2.02,7.5,0.713,0.0,4,3,6.0,7.0,68.8,D,Pass
STU0699,F23,A,22,Freshman,No,Non-STEM,3.55,14.9,0.792,10.1,0,2,6.4,6.0,86.1,B,Pass
STU0700,F24,A,21,Freshman,Yes,STEM,2.77,17.3,0.825,0.0,4,3,4.1,5.0,80.1,B,Pass
STU0701,F24,A,20,Sophomore,No,Non-STEM,2.53,8.7,0.849,0.0,2,0,7.0,7.0,68.2,D,Pass
STU0702,F23,A,24,Junior,No,Non-STEM,3.63,9.4,0.504,0.0,2,1,4.3,5.0,81.2,B,Pass
STU0703,S24,C,25,Freshman,No,Non-STEM,2.41,12.2,0.977,0.0,7,1,6.9,5.0,75.6,C,Pass
STU0704,F24,C,22,Sophomore,No,STEM,1.91,17.0,0.826,0.5,5,2,7.9,,74.3,C,Pass
STU0705,S25,B,19,Freshman,No,STEM,1.81,8.2,0.78,21.9,5,4,6.2,9.0,61.3,D,Pass
STU0706,F24,B,26,Freshman,Yes,Non-STEM,3.32,12.1,0.588,0.0,1,3,9.0,5.0,77.6,C,Pass
STU0707,S24,A,22,Sophomore,No,Non-STEM,2.0,5.5,0.848,0.0,4,0,4.9,8.0,72.4,C,Pass
STU0708,S25,B,19,Freshman,No,Non-STEM,4.0,3.1,0.486,3.0,0,1,8.3,6.0,76.6,C,Pass
STU0709,S24,A,22,Junior,No,Non-STEM,1.44,5.9,0.711,0.0,5,1,7.7,6.0,61.6,D,Pass
STU0710,F24,B,27,Sophomore,Yes,Non-STEM,4.0,19.3,0.729,17.8,1,1,4.6,5.0,83.4,B,Pass
STU0711,F23,C,21,Sophomore,No,STEM,3.05,12.2,0.728,7.7,3,2,10.0,7.0,64.9,D,Pass
STU0712,S24,A,18,Sophomore,No,STEM,2.83,3.4,0.897,11.5,2,4,6.7,8.0,70.0,C,Pass
STU0713,S24,C,22,Sophomore,No,STEM,2.52,12.6,0.828,7.3,3,5,5.7,7.0,72.9,C,Pass
STU0714,F23,A,21,Freshman,Yes,STEM,3.18,3.6,0.725,26.9,3,2,5.0,7.0,70.1,C,Pass
STU0715,F24,B,23,Senior,No,Non-STEM,2.87,10.5,0.626,8.3,2,3,6.5,4.0,80.3,B,Pass
STU0716,S24,A,23,Senior,Yes,Non-STEM,3.67,4.1,0.655,0.0,1,2,6.6,3.0,78.7,C,Pass
STU0717,F24,B,21,Freshman,No,STEM,2.98,3.2,0.894,0.0,3,1,6.9,5.0,75.8,C,Pass
STU0718,F24,A,21,Freshman,No,Non-STEM,3.01,21.3,0.874,0.0,3,2,6.4,5.0,90.5,A,Pass
STU0719,F24,B,28,Freshman,Yes,Non-STEM,2.65,6.5,0.744,3.1,3,2,7.6,4.0,83.1,B,Pass
STU0720,F23,B,24,Junior,No,Non-STEM,2.86,12.1,0.981,6.3,5,3,6.3,6.0,77.4,C,Pass
STU0721,F24,A,24,Junior,No,STEM,3.12,8.5,0.858,21.0,1,1,4.3,8.0,67.6,D,Pass
STU0722,F24,B,26,Junior,No,Non-STEM,1.7,3.8,0.787,0.0,12,1,6.6,5.0,67.2,D,Pass
STU0723,S25,C,22,Junior,No,STEM,1.96,7.0,0.725,8.9,3,1,4.0,8.0,68.8,D,Pass
STU0724,S25,B,30,Sophomore,No,Non-STEM,3.42,3.8,0.904,0.0,0,4,7.3,4.0,76.1,C,Pass
STU0725,S25,A,24,Sophomore,No,Non-STEM,3.02,30.4,0.781,0.0,4,2,,7.0,94.2,A,Pass
STU0726,S24,A,23,Junior,No,STEM,2.77,13.4,0.676,0.0,2,3,7.0,4.0,84.9,B,Pass
STU0727,S24,C,24,Sophomore,No,Non-STEM,2.91,8.4,0.396,0.0,3,3,8.5,3.0,75.0,C,Pass
STU0728,S25,B,22,Sophomore,No,Non-STEM,3.14,11.7,0.924,1.4,3,1,5.6,4.0,80.3,B,Pass
STU0729,F23,B,21,Sophomore,Yes,Non-STEM,2.52,12.9,0.848,0.0,5,2,8.2,5.0,72.2,C,Pass
STU0730,F23,A,27,Sophomore,No,Non-STEM,2.36,12.9,0.763,1.3,9,4,6.2,5.0,74.8,C,Pass
STU0731,S25,B,20,Sophomore,No,STEM,3.04,12.6,0.939,3.8,2,2,9.1,5.0,82.1,B,Pass
STU0732,S24,A,20,Sophomore,No,STEM,2.22,12.0,0.914,23.2,4,4,6.3,8.0,73.5,C,Pass
STU0733,S24,C,22,Junior,No,Non-STEM,3.19,8.8,0.941,5.1,1,1,5.7,5.0,76.4,C,Pass
STU0734,F23,C,20,Sophomore,No,STEM,1.71,20.3,0.882,0.0,4,0,7.7,6.0,69.4,D,Pass
STU0735,F24,A,19,Sophomore,No,Non-STEM,3.62,9.2,0.739,40.0,3,4,6.2,5.0,76.5,C,Pass
STU0736,F23,B,20,Junior,No,STEM,3.23,8.5,0.935,3.7,1,3,5.7,6.0,81.5,B,Pass
STU0737,F24,A,20,Sophomore,No,STEM,3.08,9.2,0.858,0.0,2,5,6.2,5.0,81.5,B,Pass
STU0738,S24,B,24,Freshman,Yes,Non-STEM,3.59,9.7,0.819,14.7,1,2,6.7,8.0,72.3,C,Pass
STU0739,S24,C,22,Freshman,No,STEM,4.0,2.1,0.959,0.0,1,4,8.5,2.0,79.5,C,Pass
STU0740,S25,B,26,Sophomore,No,Non-STEM,3.61,4.4,0.669,0.0,5,3,4.3,2.0,81.7,B,Pass
STU0741,S24,A,20,Sophomore,No,Non-STEM,1.61,7.7,0.708,14.8,4,3,6.8,9.0,54.4,F,Fail
STU0742,F24,A,20,Senior,No,Non-STEM,2.0,2.0,0.787,0.4,4,2,7.6,7.0,55.5,F,Fail
STU0743,F23,C,23,Sophomore,Yes,Non-STEM,2.46,8.4,0.928,0.0,5,1,7.1,4.0,78.5,C,Pass
STU0744,S25,B,21,Sophomore,Yes,STEM,2.92,9.6,0.674,1.8,2,4,8.5,3.0,78.2,C,Pass
STU0745,F24,B,21,Freshman,No,Non-STEM,3.26,3.0,0.728,1.6,1,2,6.7,7.0,75.4,C,Pass
STU0746,F23,A,20,Freshman,No,Non-STEM,2.39,5.2,0.847,2.3,3,2,6.6,8.0,64.8,D,Pass
STU0747,F23,A,20,Junior,No,Non-STEM,3.03,17.7,0.779,0.0,2,2,7.6,1.0,89.5,B,Pass
STU0748,F23,C,20,Freshman,No,Non-STEM,2.37,11.8,0.713,14.2,2,2,6.9,6.0,67.5,D,Pass
STU0749,S24,B,27,Sophomore,Yes,Non-STEM,2.47,11.3,0.868,0.0,5,2,6.3,8.0,64.7,D,Pass
STU0750,F23,B,19,Junior,Yes,Non-STEM,1.92,16.4,0.694,6.1,4,0,7.5,6.0,76.9,C,Pass
STU0751,S24,B,27,Sophomore,No,Non-STEM,2.25,4.5,0.846,0.0,7,4,6.0,5.0,68.7,D,Pass
STU0752,F23,C,26,Senior,No,STEM,1.95,3.0,0.734,0.0,5,2,6.0,6.0,58.7,F,Fail
STU0753,F23,A,21,Sophomore,No,STEM,2.22,15.1,0.858,7.9,4,2,6.1,5.0,73.0,C,Pass
STU0754,S24,A,23,Freshman,No,Non-STEM,3.64,7.8,0.9,0.0,0,0,8.6,2.0,75.5,C,Pass
STU0755,S24,B,24,Senior,No,STEM,2.24,4.4,0.842,0.0,3,0,4.0,7.0,69.1,D,Pass
STU0756,F24,B,25,Senior,Yes,STEM,4.0,2.1,0.949,0.0,0,1,7.3,,84.2,B,Pass
STU0757,F23,C,20,Freshman,No,STEM,3.25,9.3,0.437,35.6,4,3,6.8,8.0,61.8,D,Pass
STU0758,S24,C,25,Freshman,No,Non-STEM,3.03,7.2,0.936,0.0,1,0,4.6,6.0,79.2,C,Pass
STU0759,F24,B,23,Freshman,Yes,STEM,2.3,6.4,0.806,40.0,3,4,7.2,7.0,52.8,F,Fail
STU0760,F24,A,20,Freshman,No,Non-STEM,3.39,1.0,0.872,0.0,1,1,7.4,3.0,75.5,C,Pass
STU0761,S24,C,23,Senior,No,STEM,2.5,20.1,0.915,0.0,2,1,7.6,7.0,72.7,C,Pass
STU0762,F23,B,20,Sophomore,No,Non-STEM,2.99,2.6,0.772,0.0,1,1,4.0,6.0,69.0,D,Pass
STU0763,F24,B,22,Sophomore,No,Non-STEM,4.0,6.8,0.944,7.2,1,0,8.6,4.0,83.5,B,Pass
STU0764,F23,B,21,Senior,No,Non-STEM,2.83,6.1,0.698,0.0,2,3,5.8,7.0,72.9,C,Pass
STU0765,F23,B,23,Sophomore,Yes,STEM,3.7,12.0,0.84,0.0,0,3,7.7,6.0,81.6,B,Pass
STU0766,F24,A,23,Freshman,Yes,Non-STEM,2.41,2.1,0.608,6.4,3,2,7.8,7.0,61.7,D,Pass
STU0767,S24,C,28,Senior,Yes,Non-STEM,2.88,11.1,0.848,15.8,3,1,5.7,5.0,78.9,C,Pass
STU0768,F23,C,25,Junior,No,Non-STEM,4.0,9.3,0.516,0.0,1,1,7.7,3.0,91.6,A,Pass
STU0769,S25,B,24,Junior,Yes,Non-STEM,2.46,5.1,0.894,0.0,3,2,6.3,6.0,70.7,C,Pass
STU0770,S24,B,19,Sophomore,No,Non-STEM,4.0,10.9,0.968,3.5,1,4,4.1,4.0,81.3,B,Pass
STU0771,F24,A,26,Junior,Yes,Non-STEM,3.4,8.3,0.875,0.0,1,1,8.3,6.0,89.3,B,Pass
STU0772,S25,A,21,Freshman,No,Non-STEM,2.51,23.0,0.8,0.0,6,3,5.8,3.0,76.6,C,Pass
STU0773,F23,A,20,Sophomore,Yes,Non-STEM,3.34,7.2,0.582,5.5,1,2,5.7,3.0,75.5,C,Pass
STU0774,S24,A,30,Senior,No,Non-STEM,3.58,4.0,0.943,8.0,2,1,6.3,,75.9,C,Pass
STU0775,S25,C,21,Freshman,Yes,Non-STEM,3.34,11.2,0.968,4.5,4,2,7.2,4.0,72.9,C,Pass
STU0776,S24,C,29,Junior,No,Non-STEM,1.8,6.6,0.746,0.0,6,0,6.7,5.0,61.1,D,Pass
STU0777,F23,B,24,Sophomore,No,STEM,2.39,8.2,0.664,0.0,3,3,7.5,3.0,66.4,D,Pass
STU0778,S24,B,24,Freshman,No,Non-STEM,2.73,3.0,0.82,1.3,2,1,5.1,5.0,69.8,D,Pass
STU0779,S25,A,22,Junior,Yes,Non-STEM,2.85,12.1,0.889,0.0,3,3,5.8,5.0,79.9,C,Pass
STU0780,S24,C,20,Freshman,Yes,Non-STEM,3.33,5.9,0.861,13.0,1,0,6.6,7.0,67.8,D,Pass
STU0781,F24,B,25,Sophomore,No,STEM,3.02,9.8,0.936,36.1,4,4,9.3,8.0,67.8,D,Pass
STU0782,F24,A,23,Freshman,No,Non-STEM,1.97,26.4,0.621,0.0,5,1,6.7,6.0,77.8,C,Pass
STU0783,S25,B,23,Senior,No,Non-STEM,3.17,6.9,0.776,0.6,3,4,8.2,7.0,79.3,C,Pass
STU0784,S24,C,23,Freshman,No,STEM,3.33,13.1,0.964,25.9,1,3,6.9,5.0,73.7,C,Pass
STU0785,S25,C,22,Freshman,No,Non-STEM,3.29,7.3,0.696,23.8,2,5,6.2,8.0,71.0,C,Pass
STU0786,S24,A,25,Freshman,No,STEM,3.66,5.1,0.739,0.0,2,2,6.5,2.0,84.7,B,Pass
STU0787,F23,C,24,Senior,No,Non-STEM,3.48,18.1,0.609,0.0,3,3,6.6,3.0,84.4,B,Pass
STU0788,F24,A,26,Junior,No,Non-STEM,3.22,1.6,0.897,40.0,1,1,7.6,6.0,74.7,C,Pass
STU0789,F23,A,22,Junior,Yes,STEM,2.85,15.3,0.8,0.0,1,1,8.6,6.0,75.8,C,Pass
STU0790,S24,C,22,Sophomore,No,STEM,1.74,1.4,0.471,28.3,4,2,7.3,9.0,46.0,F,Fail
STU0791,F23,C,21,Sophomore,Yes,Non-STEM,3.2,14.3,0.946,0.0,1,1,8.3,5.0,89.0,B,Pass
STU0792,S25,B,23,Freshman,No,STEM,3.05,8.3,0.766,2.5,2,5,5.5,3.0,74.3,C,Pass
STU0793,S25,B,19,Sophomore,No,Non-STEM,3.09,4.0,0.819,0.0,5,0,6.3,4.0,60.1,D,Pass
STU0794,S24,C,30,Freshman,No,Non-STEM,2.01,6.2,0.82,10.5,4,2,5.9,6.0,60.5,D,Pass
STU0795,F24,C,21,Senior,No,Non-STEM,2.14,12.7,0.741,0.0,5,2,7.2,6.0,69.1,D,Pass
STU0796,S25,C,28,Junior,No,STEM,3.64,25.0,0.946,0.0,0,2,6.3,3.0,77.0,C,Pass
STU0797,F24,B,21,Sophomore,No,Non-STEM,2.87,2.2,0.929,0.0,2,2,7.7,7.0,78.3,C,Pass
STU0798,S24,C,25,Freshman,No,Non-STEM,3.38,4.2,0.792,0.6,0,0,5.6,2.0,70.6,C,Pass
STU0799,F24,C,30,Junior,Yes,STEM,2.92,2.8,0.815,0.0,2,2,6.9,4.0,71.5,C,Pass
STU0800,S24,A,24,Freshman,Yes,STEM,2.92,7.2,0.808,11.1,5,1,7.7,,72.3,C,Pass
